Report Date,Borough,Community District,Adult Family Comm Hotel,Adult Family Shelter,Adult Shelter,Adult Shelter Comm Hotel,FWC Cluster,FWC Comm Hotel,FWC Shelter
10/31/2020,Bronx,201,,1,2,1,1,1,7
10/31/2020,Bronx,202,,1,1,,2,,5
10/31/2020,Bronx,203,,2,6,1,1,1,7
10/31/2020,Bronx,204,,,2,1,8,,15
10/31/2020,Bronx,205,,1,3,,9,,6
10/31/2020,Bronx,206,,1,2,,1,,18
10/31/2020,Bronx,207,,1,4,,2,,3
10/31/2020,Bronx,208,,,,,,,1
10/31/2020,Bronx,209,,,1,,1,,4
10/31/2020,Bronx,210,,,,,,,3
10/31/2020,Bronx,211,,,,,,,
10/31/2020,Bronx,212,,,1,1,,,3
10/31/2020,Brooklyn,301,,1,4,1,,1,
10/31/2020,Brooklyn,302,,1,4,2,,,1
10/31/2020,Brooklyn,303,,,3,1,3,1,10
10/31/2020,Brooklyn,304,,,2,3,1,,4
10/31/2020,Brooklyn,305,,,7,5,,1,6
10/31/2020,Brooklyn,306,,1,1,3,,,1
10/31/2020,Brooklyn,307,,,2,7,,,
10/31/2020,Brooklyn,308,,,3,1,,,6
10/31/2020,Brooklyn,309,,,1,,,,1
10/31/2020,Brooklyn,312,,,1,1,,,1
10/31/2020,Brooklyn,313,,,,,,1,
10/31/2020,Brooklyn,314,,,,,,,1
10/31/2020,Brooklyn,315,,,,,,,1
10/31/2020,Brooklyn,316,,,4,4,,3,15
10/31/2020,Brooklyn,317,,,,1,,,2
10/31/2020,Brooklyn,318,,1,,,,,2
10/31/2020,Manhattan,101,,,,2,,1,
10/31/2020,Manhattan,102,,,,1,,,
10/31/2020,Manhattan,103,,,6,4,3,2,3
10/31/2020,Manhattan,104,,,2,7,,2,
10/31/2020,Manhattan,105,,1,,11,,7,1
10/31/2020,Manhattan,106,,,3,3,,,
10/31/2020,Manhattan,107,,1,3,4,,,3
10/31/2020,Manhattan,108,,,1,1,,,
10/31/2020,Manhattan,109,,,,,,,5
10/31/2020,Manhattan,110,,,8,,,,11
10/31/2020,Manhattan,111,,,10,,,,8
10/31/2020,Manhattan,112,,,3,,,1,
10/31/2020,Queens,401,,,1,7,,2,2
10/31/2020,Queens,402,,1,,1,,3,1
10/31/2020,Queens,403,,,,2,,,4
10/31/2020,Queens,404,,,,1,,1,1
10/31/2020,Queens,405,,,1,,,,
10/31/2020,Queens,407,,,2,2,,2,
10/31/2020,Queens,408,,,,,,,1
10/31/2020,Queens,409,,,1,,,,
10/31/2020,Queens,410,2,,1,1,,3,
10/31/2020,Queens,412,,1,3,7,,,6
10/31/2020,Queens,413,,,,5,,2,2
10/31/2020,Queens,414,,1,1,2,,1,1
10/31/2020,Staten Island,501,,,,,,,1
11/30/2020,Bronx,201,,1,2,2,1,,7
11/30/2020,Bronx,202,,1,1,,2,,5
11/30/2020,Bronx,203,,2,6,1,1,1,7
11/30/2020,Bronx,204,,,2,1,8,,15
11/30/2020,Bronx,205,,1,3,,9,,7
11/30/2020,Bronx,206,,1,2,,1,,18
11/30/2020,Bronx,207,,1,4,,2,,3
11/30/2020,Bronx,208,,,,,,,1
11/30/2020,Bronx,209,,,1,,1,,4
11/30/2020,Bronx,210,,,,,,,3
11/30/2020,Bronx,211,,,,,,,
11/30/2020,Bronx,212,,,1,1,,,3
11/30/2020,Brooklyn,301,,1,4,1,,1,
11/30/2020,Brooklyn,302,,1,4,2,,,1
11/30/2020,Brooklyn,303,,,3,1,,1,10
11/30/2020,Brooklyn,304,,,2,3,,,4
11/30/2020,Brooklyn,305,,,7,5,,1,6
11/30/2020,Brooklyn,306,,1,1,3,,,1
11/30/2020,Brooklyn,307,,,2,7,,,
11/30/2020,Brooklyn,308,,,3,1,,,6
11/30/2020,Brooklyn,309,,,1,,,,1
11/30/2020,Brooklyn,312,,,1,1,,,1
11/30/2020,Brooklyn,313,,,,,,1,
11/30/2020,Brooklyn,314,,,,,,,1
11/30/2020,Brooklyn,315,,,,,,,1
11/30/2020,Brooklyn,316,,,4,5,,2,15
11/30/2020,Brooklyn,317,,,,1,,,2
11/30/2020,Brooklyn,318,,1,,,,,2
11/30/2020,Manhattan,101,,,,2,,1,
11/30/2020,Manhattan,102,,,,1,,,
11/30/2020,Manhattan,103,,,6,4,3,2,3
11/30/2020,Manhattan,104,,,2,7,,2,
11/30/2020,Manhattan,105,,1,,11,,7,1
11/30/2020,Manhattan,106,,,3,3,,,
11/30/2020,Manhattan,107,,1,3,4,,,3
11/30/2020,Manhattan,108,,,1,1,,,
11/30/2020,Manhattan,109,,,,,,,5
11/30/2020,Manhattan,110,,,8,,,,11
11/30/2020,Manhattan,111,,,10,,,,7
11/30/2020,Manhattan,112,,,3,,,1,
11/30/2020,Queens,401,,,1,7,,2,2
11/30/2020,Queens,402,,1,,1,,3,1
11/30/2020,Queens,403,,,,2,,,4
11/30/2020,Queens,404,,,,1,,1,1
11/30/2020,Queens,405,,,1,,,,
11/30/2020,Queens,407,,,2,2,,2,
11/30/2020,Queens,408,,,,,,,1
11/30/2020,Queens,409,,,1,,,,
11/30/2020,Queens,410,2,,1,1,,3,
11/30/2020,Queens,412,,1,3,7,,,6
11/30/2020,Queens,413,,,,5,,2,2
11/30/2020,Queens,414,,1,1,2,,1,1
11/30/2020,Staten Island,501,,,,,,,1
12/31/2020,Bronx,201,,1,2,2,,,7
12/31/2020,Bronx,202,,1,1,,2,,5
12/31/2020,Bronx,203,,1,7,1,1,1,7
12/31/2020,Bronx,204,,,2,1,8,,15
12/31/2020,Bronx,205,,1,3,,9,,7
12/31/2020,Bronx,206,,1,2,,1,,18
12/31/2020,Bronx,207,,1,4,,2,,3
12/31/2020,Bronx,208,,,,,,,1
12/31/2020,Bronx,209,,,1,,,,5
12/31/2020,Bronx,210,,,,,,,3
12/31/2020,Bronx,211,,,,,,,
12/31/2020,Bronx,212,,,1,1,,,3
12/31/2020,Brooklyn,301,,1,4,2,,1,
12/31/2020,Brooklyn,302,,1,4,2,,,1
12/31/2020,Brooklyn,303,,,3,1,,1,10
12/31/2020,Brooklyn,304,,,3,3,,,4
12/31/2020,Brooklyn,305,,,7,5,,1,6
12/31/2020,Brooklyn,306,,1,1,3,,,1
12/31/2020,Brooklyn,307,,,2,7,,,
12/31/2020,Brooklyn,308,,,3,1,,,6
12/31/2020,Brooklyn,309,,,1,,,,1
12/31/2020,Brooklyn,312,,,1,1,,,1
12/31/2020,Brooklyn,313,,,,,,1,
12/31/2020,Brooklyn,314,,,,,,,1
12/31/2020,Brooklyn,315,,,,,,,1
12/31/2020,Brooklyn,316,,,4,5,,2,15
12/31/2020,Brooklyn,317,,,,1,,,2
12/31/2020,Brooklyn,318,,1,,,,,2
12/31/2020,Manhattan,101,,,,2,,1,
12/31/2020,Manhattan,102,,,,1,,,
12/31/2020,Manhattan,103,,,6,4,3,2,3
12/31/2020,Manhattan,104,,,2,7,,2,
12/31/2020,Manhattan,105,,1,,11,,7,1
12/31/2020,Manhattan,106,,,3,3,,,
12/31/2020,Manhattan,107,,1,3,4,,,3
12/31/2020,Manhattan,108,,,1,1,,,
12/31/2020,Manhattan,109,,,,,,,5
12/31/2020,Manhattan,110,,,8,,,,11
12/31/2020,Manhattan,111,,,10,,,,7
12/31/2020,Manhattan,112,,,3,,,1,
12/31/2020,Queens,401,,,1,7,,2,2
12/31/2020,Queens,402,,1,,1,,3,1
12/31/2020,Queens,403,,,,3,,,4
12/31/2020,Queens,404,,,,1,,1,1
12/31/2020,Queens,405,,,1,,,,
12/31/2020,Queens,407,,,2,2,,2,
12/31/2020,Queens,408,,,,,,,1
12/31/2020,Queens,409,,,1,,,,
12/31/2020,Queens,410,2,,1,1,,3,
12/31/2020,Queens,412,,1,3,6,,,6
12/31/2020,Queens,413,,,,5,,2,2
12/31/2020,Queens,414,,1,1,2,,1,1
12/31/2020,Staten Island,501,,,,,,,1
03/31/2021,Bronx,201,,,3,2,,,6
03/31/2021,Bronx,202,,1,1,,2,,5
03/31/2021,Bronx,203,,1,7,2,,,7
03/31/2021,Bronx,204,,,2,1,8,,15
03/31/2021,Bronx,205,,1,3,,9,,7
03/31/2021,Bronx,206,,1,2,,,,18
03/31/2021,Bronx,207,,1,4,,2,,3
03/31/2021,Bronx,208,,,,,,,1
03/31/2021,Bronx,209,,,1,,,,5
03/31/2021,Bronx,210,,,,,,,3
03/31/2021,Bronx,211,,,,,,,
03/31/2021,Bronx,212,,,1,1,,,3
03/31/2021,Brooklyn,301,,1,4,2,,1,
03/31/2021,Brooklyn,302,,1,4,2,,,1
03/31/2021,Brooklyn,303,,,3,1,,1,10
03/31/2021,Brooklyn,304,,,4,3,,,4
03/31/2021,Brooklyn,305,,,7,5,,1,6
03/31/2021,Brooklyn,306,,1,2,3,,,1
03/31/2021,Brooklyn,307,,,2,7,,,1
03/31/2021,Brooklyn,308,,,3,1,,,6
03/31/2021,Brooklyn,309,,,1,,,,1
03/31/2021,Brooklyn,312,,,1,1,,,1
03/31/2021,Brooklyn,313,,,,1,,,1
03/31/2021,Brooklyn,314,,,,,,,1
03/31/2021,Brooklyn,315,,,,,,,1
03/31/2021,Brooklyn,316,,,4,6,,1,15
03/31/2021,Brooklyn,317,,,,1,,,3
03/31/2021,Brooklyn,318,,1,,,,,2
03/31/2021,Manhattan,101,,,,2,,1,
03/31/2021,Manhattan,102,,,,1,,,
03/31/2021,Manhattan,103,,,5,4,,2,3
03/31/2021,Manhattan,104,,,2,7,,2,
03/31/2021,Manhattan,105,,2,,11,,7,1
03/31/2021,Manhattan,106,,,3,3,,,
03/31/2021,Manhattan,107,,1,3,4,,,3
03/31/2021,Manhattan,108,,,1,1,,,
03/31/2021,Manhattan,109,,,,,,,5
03/31/2021,Manhattan,110,,,8,,,,11
03/31/2021,Manhattan,111,,,10,,,,7
03/31/2021,Manhattan,112,,,3,,,1,
03/31/2021,Queens,401,,,1,7,,2,2
03/31/2021,Queens,402,,1,,1,,3,1
03/31/2021,Queens,403,,,,3,,,4
03/31/2021,Queens,404,,,,2,,,1
03/31/2021,Queens,405,,,1,,,,
03/31/2021,Queens,407,,,2,2,,2,
03/31/2021,Queens,408,,,,,,,1
03/31/2021,Queens,409,,,1,,,,
03/31/2021,Queens,410,2,,1,1,,3,
03/31/2021,Queens,412,,1,3,6,,,6
03/31/2021,Queens,413,,,,5,,2,2
03/31/2021,Queens,414,,1,1,2,,1,1
03/31/2021,Staten Island,501,,,,,,,1
04/30/2021,Bronx,201,,,3,2,,,6
04/30/2021,Bronx,202,,1,1,,2,,5
04/30/2021,Bronx,203,,1,7,2,,,7
04/30/2021,Bronx,204,,,2,1,8,,15
04/30/2021,Bronx,205,,1,3,,9,,7
04/30/2021,Bronx,206,,1,2,,,,18
04/30/2021,Bronx,207,,1,4,,2,,3
04/30/2021,Bronx,208,,,,,,,1
04/30/2021,Bronx,209,,,1,,,,6
04/30/2021,Bronx,210,,,,,,,3
04/30/2021,Bronx,211,,,,,,,
04/30/2021,Bronx,212,,,1,1,,,3
04/30/2021,Brooklyn,301,,1,4,2,,1,
04/30/2021,Brooklyn,302,,1,4,2,,,1
04/30/2021,Brooklyn,303,,,3,1,,1,6
04/30/2021,Brooklyn,304,,,4,3,,,4
01/31/2021,Bronx,201,,,2,2,,,7
01/31/2021,Bronx,202,,1,1,,2,,5
01/31/2021,Bronx,203,,1,7,1,,1,7
01/31/2021,Bronx,204,,,2,1,8,,15
01/31/2021,Bronx,205,,1,3,,9,,7
01/31/2021,Bronx,206,,1,2,,,,19
01/31/2021,Bronx,207,,1,4,,2,,3
01/31/2021,Bronx,208,,,,,,,1
01/31/2021,Bronx,209,,,1,,,,5
01/31/2021,Bronx,210,,,,,,,3
01/31/2021,Bronx,211,,,,,,,
01/31/2021,Bronx,212,,,1,1,,,3
01/31/2021,Brooklyn,301,,1,4,2,,1,
01/31/2021,Brooklyn,302,,1,4,2,,,1
01/31/2021,Brooklyn,303,,,3,1,,1,10
01/31/2021,Brooklyn,304,,,4,3,,,4
01/31/2021,Brooklyn,305,,,7,5,,1,6
01/31/2021,Brooklyn,306,,1,1,3,,,1
01/31/2021,Brooklyn,307,,,2,7,,,
01/31/2021,Brooklyn,308,,,3,1,,,6
01/31/2021,Brooklyn,309,,,1,,,,1
01/31/2021,Brooklyn,312,,,1,1,,,1
01/31/2021,Brooklyn,313,,,,1,,,
01/31/2021,Brooklyn,314,,,,,,,1
01/31/2021,Brooklyn,315,,,,,,,1
01/31/2021,Brooklyn,316,,,4,6,,1,15
01/31/2021,Brooklyn,317,,,,1,,,2
01/31/2021,Brooklyn,318,,1,,,,,2
01/31/2021,Manhattan,101,,,,2,,1,
01/31/2021,Manhattan,102,,,,1,,,
01/31/2021,Manhattan,103,,,6,4,,2,3
01/31/2021,Manhattan,104,,,3,6,,2,
01/31/2021,Manhattan,105,,1,,11,,7,1
01/31/2021,Manhattan,106,,,3,3,,,
01/31/2021,Manhattan,107,,1,3,4,,,3
01/31/2021,Manhattan,108,,,1,1,,,
01/31/2021,Manhattan,109,,,,,,,5
01/31/2021,Manhattan,110,,,8,,,,11
01/31/2021,Manhattan,111,,,10,,,,7
01/31/2021,Manhattan,112,,,3,,,1,
01/31/2021,Queens,401,,,1,7,,2,2
01/31/2021,Queens,402,,1,,1,,3,1
01/31/2021,Queens,403,,,,3,,,4
01/31/2021,Queens,404,,,,1,,1,1
01/31/2021,Queens,405,,,1,,,,
01/31/2021,Queens,407,,,2,2,,2,
01/31/2021,Queens,408,,,,,,,1
01/31/2021,Queens,409,,,1,,,,
01/31/2021,Queens,410,2,,1,1,,3,
01/31/2021,Queens,412,,1,3,6,,,6
01/31/2021,Queens,413,,,,5,,2,2
01/31/2021,Queens,414,,1,1,2,,1,1
01/31/2021,Staten Island,501,,,,,,,1
04/30/2021,Brooklyn,305,,,7,5,,1,6
04/30/2021,Brooklyn,306,,1,2,3,,,1
04/30/2021,Brooklyn,307,,,2,7,,,1
04/30/2021,Brooklyn,308,,,3,1,,,6
04/30/2021,Brooklyn,309,,,1,,,,1
04/30/2021,Brooklyn,312,,,1,1,,,1
04/30/2021,Brooklyn,313,,,,1,,,1
04/30/2021,Brooklyn,314,,,,,,,1
04/30/2021,Brooklyn,315,,,,,,,1
04/30/2021,Brooklyn,316,,,4,6,,1,15
04/30/2021,Brooklyn,317,,,,1,,,3
04/30/2021,Brooklyn,318,,1,,,,,2
04/30/2021,Manhattan,101,,,,2,,1,
04/30/2021,Manhattan,102,,,,1,,,
04/30/2021,Manhattan,103,,,5,4,,2,3
04/30/2021,Manhattan,104,,,2,7,,2,
04/30/2021,Manhattan,105,,2,,11,,7,1
04/30/2021,Manhattan,106,,,3,3,,,
04/30/2021,Manhattan,107,,1,3,4,,,3
04/30/2021,Manhattan,108,,,1,1,,,
04/30/2021,Manhattan,109,,,,,,,5
04/30/2021,Manhattan,110,,,8,,,,11
04/30/2021,Manhattan,111,,,10,,,,7
02/28/2021,Bronx,201,,,3,2,,,7
02/28/2021,Bronx,202,,1,1,,2,,5
02/28/2021,Bronx,203,,1,7,2,,,7
02/28/2021,Bronx,204,,,2,1,8,,15
02/28/2021,Bronx,205,,1,3,,9,,7
02/28/2021,Bronx,206,,1,2,,,,18
02/28/2021,Bronx,207,,1,4,,2,,3
02/28/2021,Bronx,208,,,,,,,1
02/28/2021,Bronx,209,,,1,,,,5
02/28/2021,Bronx,210,,,,,,,3
02/28/2021,Bronx,211,,,,,,,
02/28/2021,Bronx,212,,,1,1,,,3
02/28/2021,Brooklyn,301,,1,4,2,,1,
02/28/2021,Brooklyn,302,,1,4,2,,,1
02/28/2021,Brooklyn,303,,,3,1,,1,10
02/28/2021,Brooklyn,304,,,4,3,,,4
02/28/2021,Brooklyn,305,,,7,5,,1,6
02/28/2021,Brooklyn,306,,1,2,3,,,1
02/28/2021,Brooklyn,307,,,2,7,,,
02/28/2021,Brooklyn,308,,,3,1,,,6
02/28/2021,Brooklyn,309,,,1,,,,1
02/28/2021,Brooklyn,312,,,1,1,,,1
02/28/2021,Brooklyn,313,,,,1,,,
02/28/2021,Brooklyn,314,,,,,,,1
02/28/2021,Brooklyn,315,,,,,,,1
02/28/2021,Brooklyn,316,,,4,6,,1,15
02/28/2021,Brooklyn,317,,,,1,,,3
02/28/2021,Brooklyn,318,,1,,,,,2
02/28/2021,Manhattan,101,,,,2,,1,
02/28/2021,Manhattan,102,,,,1,,,
02/28/2021,Manhattan,103,,,5,4,,2,3
02/28/2021,Manhattan,104,,,2,7,,2,
02/28/2021,Manhattan,105,,1,,11,,7,1
02/28/2021,Manhattan,106,,,3,3,,,
02/28/2021,Manhattan,107,,1,3,4,,,3
02/28/2021,Manhattan,108,,,1,1,,,
02/28/2021,Manhattan,109,,,,,,,5
02/28/2021,Manhattan,110,,,8,,,,11
02/28/2021,Manhattan,111,,,10,,,,7
02/28/2021,Manhattan,112,,,3,,,1,
02/28/2021,Queens,401,,,1,7,,2,2
02/28/2021,Queens,402,,1,,1,,3,1
02/28/2021,Queens,403,,,,3,,,4
02/28/2021,Queens,404,,,,2,,,1
02/28/2021,Queens,405,,,1,,,,
02/28/2021,Queens,407,,,2,2,,2,
02/28/2021,Queens,408,,,,,,,1
02/28/2021,Queens,409,,,1,,,,
02/28/2021,Queens,410,2,,1,1,,3,
02/28/2021,Queens,412,,1,3,6,,,6
02/28/2021,Queens,413,,,,5,,2,2
02/28/2021,Queens,414,,1,1,2,,1,1
02/28/2021,Staten Island,501,,,,,,,1
04/30/2021,Manhattan,112,,,3,,,,
04/30/2021,Queens,401,,,1,7,,2,2
04/30/2021,Queens,402,,1,,1,,3,1
04/30/2021,Queens,403,,,,3,,,4
04/30/2021,Queens,404,,,,2,,,1
04/30/2021,Queens,405,,,1,,,,
04/30/2021,Queens,407,,,2,2,,2,
04/30/2021,Queens,408,,,,,,,1
04/30/2021,Queens,409,,,1,,,,
04/30/2021,Queens,410,2,,1,1,,3,
04/30/2021,Queens,412,,1,3,6,,,6
04/30/2021,Queens,413,,,,5,,2,2
04/30/2021,Queens,414,,1,1,2,,1,1
04/30/2021,Staten Island,501,,,,,,,1
05/31/2021,Bronx,201,,,3,2,,,6
05/31/2021,Bronx,202,,1,1,,2,,5
05/31/2021,Bronx,203,,1,7,2,,,7
05/31/2021,Bronx,204,,,2,1,8,,15
05/31/2021,Bronx,205,,1,3,,9,,7
05/31/2021,Bronx,206,,1,2,,,,18
05/31/2021,Bronx,207,,1,4,,2,,3
05/31/2021,Bronx,208,,,,,,,1
05/31/2021,Bronx,209,,,1,,,,6
05/31/2021,Bronx,210,,,,,,,3
05/31/2021,Bronx,211,,,,,,,
05/31/2021,Bronx,212,,,1,1,,,3
05/31/2021,Brooklyn,301,,1,4,2,,1,
05/31/2021,Brooklyn,302,,1,4,2,,,1
05/31/2021,Brooklyn,303,,,3,1,,1,6
05/31/2021,Brooklyn,304,,,4,3,,,4
05/31/2021,Brooklyn,305,,,7,5,,1,6
05/31/2021,Brooklyn,306,,1,2,3,,,1
05/31/2021,Brooklyn,307,,,2,7,,,1
05/31/2021,Brooklyn,308,,,3,1,,,6
05/31/2021,Brooklyn,309,,,1,,,,1
05/31/2021,Brooklyn,312,,,1,1,,,1
05/31/2021,Brooklyn,313,,,,1,,,1
05/31/2021,Brooklyn,314,,,,,,,1
05/31/2021,Brooklyn,315,,,,,,,1
05/31/2021,Brooklyn,316,,,4,6,,1,15
05/31/2021,Brooklyn,317,,,,1,,,3
05/31/2021,Brooklyn,318,,1,,,,,2
05/31/2021,Manhattan,101,,,,2,,1,
05/31/2021,Manhattan,102,,,,1,,,
05/31/2021,Manhattan,103,,,5,4,,2,3
05/31/2021,Manhattan,104,,,2,7,,2,
05/31/2021,Manhattan,105,,2,,11,,7,1
05/31/2021,Manhattan,106,,,3,3,,,
05/31/2021,Manhattan,107,,1,3,4,,,3
05/31/2021,Manhattan,108,,,1,1,,,
05/31/2021,Manhattan,109,,,,,,,5
05/31/2021,Manhattan,110,,,8,,,,8
05/31/2021,Manhattan,111,,,10,,,,7
05/31/2021,Manhattan,112,,,3,,,,
05/31/2021,Queens,401,,,1,7,,2,2
05/31/2021,Queens,402,,1,,1,,3,1
05/31/2021,Queens,403,,,,3,,,4
05/31/2021,Queens,404,,,,2,,,1
05/31/2021,Queens,405,,,1,,,,
05/31/2021,Queens,407,,,2,2,,2,
05/31/2021,Queens,408,,,,,,,1
05/31/2021,Queens,409,,,1,,,,
05/31/2021,Queens,410,2,,1,1,,3,
05/31/2021,Queens,412,,1,3,6,,,6
05/31/2021,Queens,413,,,,5,,2,2
05/31/2021,Queens,414,,1,1,2,,1,1
05/31/2021,Staten Island,501,,,,,,,1
06/30/2021,Bronx,201,,,3,2,,,6
06/30/2021,Bronx,202,,1,1,,2,,5
06/30/2021,Bronx,203,,1,7,2,,,7
06/30/2021,Bronx,204,,,2,1,8,,15
06/30/2021,Bronx,205,,1,3,,9,,7
06/30/2021,Bronx,206,,1,2,,,,18
06/30/2021,Bronx,207,,1,5,,2,,3
06/30/2021,Bronx,208,,,,,,,1
06/30/2021,Bronx,209,,,1,,,,6
06/30/2021,Bronx,210,,,,,,,3
06/30/2021,Bronx,211,,,,,,,
06/30/2021,Bronx,212,,,1,1,,,3
06/30/2021,Brooklyn,301,,1,4,2,,,
06/30/2021,Brooklyn,302,,1,4,2,,,1
06/30/2021,Brooklyn,303,,,4,1,,,6
06/30/2021,Brooklyn,304,,,4,3,,,4
06/30/2021,Brooklyn,305,,,7,5,,1,6
06/30/2021,Brooklyn,306,,1,2,3,,,1
06/30/2021,Brooklyn,307,,,2,7,,,1
06/30/2021,Brooklyn,308,,,3,1,,,6
06/30/2021,Brooklyn,309,,,1,,,,1
06/30/2021,Brooklyn,312,,,1,1,,,1
06/30/2021,Brooklyn,313,,,,1,,,1
06/30/2021,Brooklyn,314,,,,,,,1
06/30/2021,Brooklyn,315,,,,,,,1
06/30/2021,Brooklyn,316,,,4,6,,1,15
06/30/2021,Brooklyn,317,,,,1,,,3
06/30/2021,Brooklyn,318,,1,,,,,1
06/30/2021,Manhattan,101,,,,2,,1,
06/30/2021,Manhattan,102,,,,1,,,
06/30/2021,Manhattan,103,,,6,3,,,3
06/30/2021,Manhattan,104,,,2,6,,2,
06/30/2021,Manhattan,105,,2,,9,,7,1
06/30/2021,Manhattan,106,,,3,2,,,
06/30/2021,Manhattan,107,,1,3,3,,,3
06/30/2021,Manhattan,108,,,1,1,,,
06/30/2021,Manhattan,109,,,,,,,5
06/30/2021,Manhattan,110,,,8,,,,8
06/30/2021,Manhattan,111,,,10,,,,7
06/30/2021,Manhattan,112,,,3,,,,
06/30/2021,Queens,401,,,1,7,,2,2
06/30/2021,Queens,402,,1,,1,,3,1
06/30/2021,Queens,403,,,,3,,,4
06/30/2021,Queens,404,,,,2,,,1
06/30/2021,Queens,405,,,1,,,,
06/30/2021,Queens,407,,,2,2,,1,
06/30/2021,Queens,408,,,,,,,1
06/30/2021,Queens,409,,,1,,,,
06/30/2021,Queens,410,2,,1,1,,3,
06/30/2021,Queens,412,,1,3,6,,,6
06/30/2021,Queens,413,,,,5,,2,2
06/30/2021,Queens,414,,1,1,2,,1,1
06/30/2021,Staten Island,501,,,,,,,1
09/30/2021,Bronx,201,,,3,2,,,6
09/30/2021,Bronx,202,,1,,,1,,5
09/30/2021,Bronx,203,,1,7,2,,,6
09/30/2021,Bronx,204,,,2,,2,,13
09/30/2021,Bronx,205,,1,3,,3,,7
09/30/2021,Bronx,206,,1,2,,,,18
09/30/2021,Bronx,207,,1,5,,,,3
09/30/2021,Bronx,208,,,,,,,1
09/30/2021,Bronx,209,,,2,,,,6
09/30/2021,Bronx,210,,,,,,,3
09/30/2021,Bronx,211,,,,,,,
09/30/2021,Bronx,212,,,1,,,,3
09/30/2021,Brooklyn,301,,1,4,1,,,
09/30/2021,Brooklyn,302,,1,3,,,,1
09/30/2021,Brooklyn,303,,,5,,,,6
09/30/2021,Brooklyn,304,,,3,2,,,4
09/30/2021,Brooklyn,305,,,6,3,,,6
09/30/2021,Brooklyn,306,,1,2,3,,,1
09/30/2021,Brooklyn,307,,,2,5,,,1
09/30/2021,Brooklyn,308,,,3,1,,,5
09/30/2021,Brooklyn,309,,,1,,,,1
09/30/2021,Brooklyn,312,,,1,,,,1
09/30/2021,Brooklyn,313,,,,1,,,1
09/30/2021,Brooklyn,314,,,,,,,1
09/30/2021,Brooklyn,315,,,,,,,1
09/30/2021,Brooklyn,316,,,4,5,,,15
09/30/2021,Brooklyn,317,,,,1,,,3
09/30/2021,Brooklyn,318,,1,,,,,1
09/30/2021,Manhattan,101,,,,1,,1,
09/30/2021,Manhattan,102,,,,,,,
09/30/2021,Manhattan,103,,,6,3,,,3
09/30/2021,Manhattan,104,,,2,1,,1,
09/30/2021,Manhattan,105,,1,,2,,5,1
09/30/2021,Manhattan,106,,,3,1,,,
09/30/2021,Manhattan,107,,1,2,,,,3
09/30/2021,Manhattan,108,,,1,,,,
09/30/2021,Manhattan,109,,,,,,,4
09/30/2021,Manhattan,110,,,11,,,,8
09/30/2021,Manhattan,111,,,10,,,,7
09/30/2021,Manhattan,112,,,3,,,,
09/30/2021,Queens,401,,,1,5,,,2
09/30/2021,Queens,402,,1,,2,,1,1
09/30/2021,Queens,403,,,,2,,,4
09/30/2021,Queens,404,,,,2,,,1
09/30/2021,Queens,405,,,1,,,,
09/30/2021,Queens,407,,,2,,,,
09/30/2021,Queens,408,,,,,,,1
09/30/2021,Queens,409,,,1,,,,
09/30/2021,Queens,410,2,,1,1,,1,
09/30/2021,Queens,412,,1,3,3,,,6
09/30/2021,Queens,413,,,,5,,,2
09/30/2021,Queens,414,,1,1,1,,,1
09/30/2021,Staten Island,501,,,,,,,1
10/31/2021,Bronx,201,,,3,2,,,6
10/31/2021,Bronx,202,,1,1,,,,5
10/31/2021,Bronx,203,,1,7,2,,,6
10/31/2021,Bronx,204,,,2,,,,13
10/31/2021,Bronx,205,,1,3,,,,7
07/31/2021,Bronx,201,,,3,2,,,6
07/31/2021,Bronx,202,,1,1,,1,,5
07/31/2021,Bronx,203,,1,7,2,,,6
07/31/2021,Bronx,204,,,2,1,2,,15
07/31/2021,Bronx,205,,1,3,,3,,7
07/31/2021,Bronx,206,,1,2,,,,18
07/31/2021,Bronx,207,,1,5,,,,3
07/31/2021,Bronx,208,,,,,,,1
07/31/2021,Bronx,209,,,2,,,,6
07/31/2021,Bronx,210,,,,,,,3
07/31/2021,Bronx,211,,,,,,,
07/31/2021,Bronx,212,,,1,1,,,3
07/31/2021,Brooklyn,301,,1,4,3,,,
07/31/2021,Brooklyn,302,,1,3,2,,,1
07/31/2021,Brooklyn,303,,,5,1,,,6
07/31/2021,Brooklyn,304,,,5,3,,,4
07/31/2021,Brooklyn,305,,,7,5,,1,6
07/31/2021,Brooklyn,306,,1,2,3,,,1
07/31/2021,Brooklyn,307,,,2,7,,,1
07/31/2021,Brooklyn,308,,,3,1,,,6
07/31/2021,Brooklyn,309,,,1,,,,1
07/31/2021,Brooklyn,312,,,1,,,,1
07/31/2021,Brooklyn,313,,,,1,,,1
07/31/2021,Brooklyn,314,,,,,,,1
07/31/2021,Brooklyn,315,,,,,,,1
07/31/2021,Brooklyn,316,,,4,6,,1,15
07/31/2021,Brooklyn,317,,,,1,,,3
07/31/2021,Brooklyn,318,,1,,,,,1
07/31/2021,Manhattan,101,,,,1,,1,
07/31/2021,Manhattan,102,,,,1,,,
07/31/2021,Manhattan,103,,,6,3,,,3
07/31/2021,Manhattan,104,,,2,3,,2,
07/31/2021,Manhattan,105,,2,,5,,7,1
07/31/2021,Manhattan,106,,,3,1,,,
07/31/2021,Manhattan,107,,1,3,1,,,3
07/31/2021,Manhattan,108,,,1,,,,
07/31/2021,Manhattan,109,,,,,,,4
