Report Date,Borough,Community Districts,Census Type,Adult Family Commercial Hotel,Adult Family Shelter,Adult Shelter,Adult Shelter Commercial Hotel,Family Cluster,Family with Children Commercial Hotel,Family with Children Shelter
06/30/2020,Bronx,11,Individuals,,,,,,,
06/30/2020,Bronx,12,Individuals,,,73,142,,,292
06/30/2020,Brooklyn,1,Individuals,,172,442,211,,102,
06/30/2020,Brooklyn,2,Individuals,,135,102,141,,,63
06/30/2020,Brooklyn,3,Individuals,,,31,102,207,188,555
06/30/2020,Brooklyn,4,Individuals,,,99,284,57,,836
06/30/2020,Brooklyn,5,Individuals,,,468,388,,234,284
06/30/2020,Brooklyn,6,Individuals,,113,50,427,,,59
06/30/2020,Brooklyn,7,Individuals,,,179,457,,318,
06/30/2020,Brooklyn,8,Individuals,,,238,86,,,468
06/30/2020,Brooklyn,9,Individuals,,,112,,,,423
06/30/2020,Brooklyn,10,Individuals,,,,,,,
06/30/2020,Brooklyn,11,Individuals,,,,,,,
06/30/2020,Brooklyn,12,Individuals,,,,93,,,117
06/30/2020,Brooklyn,13,Individuals,,,,,,118,
06/30/2020,Brooklyn,14,Individuals,,,,,,,89
06/30/2020,Brooklyn,15,Individuals,,,,,,,186
06/30/2020,Brooklyn,16,Individuals,,,232,259,,243,2467
06/30/2020,Brooklyn,17,Individuals,,,,131,,,701
06/30/2020,Brooklyn,18,Individuals,,364,,,,,826
06/30/2020,Manhattan,1,Individuals,,,,182,,135,
06/30/2020,Manhattan,2,Individuals,,,,195,,,
06/30/2020,Manhattan,3,Individuals,,,243,540,22,147,325
06/30/2020,Manhattan,4,Individuals,,,244,1384,,396,
06/30/2020,Manhattan,5,Individuals,,321,,1800,,1788,326
06/30/2020,Manhattan,6,Individuals,,,540,523,,,
06/30/2020,Manhattan,7,Individuals,,214,142,447,,,563
06/30/2020,Manhattan,8,Individuals,,,40,306,,,
06/30/2020,Manhattan,9,Individuals,,,,,,,697
06/30/2020,Manhattan,10,Individuals,,4,343,,,,790
06/30/2020,Manhattan,11,Individuals,,,627,,,,595
06/30/2020,Manhattan,12,Individuals,,,178,,,117,
06/30/2020,Queens,1,Individuals,,,,979,,190,365
06/30/2020,Queens,2,Individuals,,298,,113,,475,196
06/30/2020,Queens,3,Individuals,,,,286,,,768
06/30/2020,Queens,4,Individuals,,,,164,,100,503
06/30/2020,Queens,5,Individuals,,,100,,,,
06/30/2020,Queens,6,Individuals,,,,,,,
06/30/2020,Queens,7,Individuals,,,192,,,121,
06/30/2020,Queens,8,Individuals,,,,,,,317
06/30/2020,Queens,10,Individuals,380,,56,96,,343,
06/30/2020,Queens,11,Individuals,,,,,,,
06/30/2020,Queens,12,Individuals,,279,164,1347,,,1358
06/30/2020,Queens,13,Individuals,,,,559,,203,741
06/30/2020,Queens,14,Individuals,,317,,189,,187,162
06/30/2020,Staten Island,1,Individuals,,,,,,,120
06/30/2020,Staten Island,2,Individuals,,,,,,,
06/30/2020,Staten Island,3,Individuals,,,,,,,
07/31/2020,Bronx,1,Individuals,,183,80,,32,68,1220
07/31/2020,Bronx,2,Individuals,,188,0,,211,,717
07/31/2020,Bronx,3,Individuals,,260,235,,85,277,1377
07/31/2020,Bronx,4,Individuals,,,206,100,1040,,2049
07/31/2020,Bronx,5,Individuals,,213,0,,838,,1054
07/31/2020,Bronx,6,Individuals,,86,47,71,203,,1976
07/31/2020,Bronx,7,Individuals,,101,100,,247,,273
07/31/2020,Bronx,8,Individuals,,,,,,,249
07/31/2020,Bronx,9,Individuals,,,0,,232,,660
07/31/2020,Bronx,10,Individuals,,,,,,,594
07/31/2020,Bronx,11,Individuals,,,,,,,
07/31/2020,Bronx,12,Individuals,,,73,140,,,280
07/31/2020,Brooklyn,1,Individuals,,154,318,218,,97,
07/31/2020,Brooklyn,2,Individuals,,116,103,200,,,64
07/31/2020,Brooklyn,3,Individuals,,,31,101,198,188,460
07/31/2020,Brooklyn,4,Individuals,,,92,285,53,,809
07/31/2020,Brooklyn,5,Individuals,,,437,378,,206,270
07/31/2020,Brooklyn,6,Individuals,,113,52,427,,,155
07/31/2020,Brooklyn,7,Individuals,,,184,468,,245,
07/31/2020,Brooklyn,8,Individuals,,,211,88,,,449
07/31/2020,Brooklyn,9,Individuals,,,112,,,,420
07/31/2020,Brooklyn,10,Individuals,,,,,,,
07/31/2020,Brooklyn,11,Individuals,,,,,,,
07/31/2020,Brooklyn,12,Individuals,,,,99,,,132
07/31/2020,Brooklyn,13,Individuals,,,,,,116,
07/31/2020,Brooklyn,14,Individuals,,,,,,,89
07/31/2020,Brooklyn,15,Individuals,,,,,,,199
07/31/2020,Brooklyn,16,Individuals,,,282,248,,248,2397
07/31/2020,Brooklyn,17,Individuals,,,,136,,,669
07/31/2020,Brooklyn,18,Individuals,,360,,,,,792
07/31/2020,Manhattan,1,Individuals,,,,165,,126,
07/31/2020,Manhattan,2,Individuals,,,,192,,,
07/31/2020,Manhattan,3,Individuals,,,195,541,15,177,328
07/31/2020,Manhattan,4,Individuals,,,,1456,,430,
07/31/2020,Manhattan,5,Individuals,,299,,1804,,1748,325
07/31/2020,Manhattan,6,Individuals,,,510,516,,,
07/31/2020,Manhattan,7,Individuals,,204,137,661,,,585
07/31/2020,Manhattan,8,Individuals,,,39,306,,,
07/31/2020,Manhattan,9,Individuals,,,,,,,669
07/31/2020,Manhattan,10,Individuals,,,256,,,,805
07/31/2020,Manhattan,11,Individuals,,,709,,,,582
07/31/2020,Manhattan,12,Individuals,,,212,,,109,
07/31/2020,Queens,1,Individuals,,,,1016,,185,372
07/31/2020,Queens,2,Individuals,,285,,109,,442,206
07/31/2020,Queens,3,Individuals,,,50,238,,,763
07/31/2020,Queens,4,Individuals,,,,165,,88,501
07/31/2020,Queens,5,Individuals,,,90,,,,
07/31/2020,Queens,6,Individuals,,,,,,,
07/31/2020,Queens,7,Individuals,,,101,198,,129,
07/31/2020,Queens,8,Individuals,,,,,,,320
07/31/2020,Queens,9,Individuals,,,,,,,
07/31/2020,Queens,10,Individuals,369,,160,51,,319,
07/31/2020,Queens,11,Individuals,,,,,,,
07/31/2020,Queens,12,Individuals,,260,154,1234,,,1376
07/31/2020,Queens,13,Individuals,,,,556,,192,735
07/31/2020,Queens,14,Individuals,,305,,191,,177,158
07/31/2020,Staten Island,1,Individuals,,,,,,,100
07/31/2020,Staten Island,2,Individuals,,,,,,,
07/31/2020,Staten Island,3,Individuals,,,,,,,
08/31/2020,Bronx,1,Individuals,,190,83,,33,68,1224
08/31/2020,Bronx,2,Individuals,,170,,,207,,741
08/31/2020,Bronx,3,Individuals,,269,221,66,81,127,1372
08/31/2020,Bronx,4,Individuals,,,208,100,962,,2064
08/31/2020,Bronx,5,Individuals,,213,,,795,,1066
08/31/2020,Bronx,6,Individuals,,72,44,71,200,,1951
08/31/2020,Bronx,7,Individuals,,105,93,,252,,271
08/31/2020,Bronx,8,Individuals,,,,,,,237
08/31/2020,Bronx,9,Individuals,,,,,231,,667
08/31/2020,Bronx,10,Individuals,,,,,,,590
08/31/2020,Bronx,11,Individuals,,,,,,,
08/31/2020,Bronx,12,Individuals,,,71,141,,,283
08/31/2020,Brooklyn,1,Individuals,,159,329,222,,97,
08/31/2020,Brooklyn,2,Individuals,,76,104,297,,,70
08/31/2020,Brooklyn,3,Individuals,,,31,103,128,206,468
08/31/2020,Brooklyn,4,Individuals,,,99,285,61,,785
08/31/2020,Brooklyn,5,Individuals,,,440,382,,92,281
08/31/2020,Brooklyn,6,Individuals,,110,51,429,,,183
08/31/2020,Brooklyn,7,Individuals,,,188,455,,122,
08/31/2020,Brooklyn,8,Individuals,,,222,90,,,439
08/31/2020,Brooklyn,9,Individuals,,,112,,,,432
08/31/2020,Brooklyn,10,Individuals,,,,,,,
08/31/2020,Brooklyn,11,Individuals,,,,,,,
08/31/2020,Brooklyn,12,Individuals,,,0,102,,,136
08/31/2020,Brooklyn,13,Individuals,,,,,,120,
08/31/2020,Brooklyn,14,Individuals,,,,,,,93
08/31/2020,Brooklyn,15,Individuals,,,,,,,200
08/31/2020,Brooklyn,16,Individuals,,,142,396,,261,2408
08/31/2020,Brooklyn,17,Individuals,,,,136,,,645
08/31/2020,Brooklyn,18,Individuals,,356,,,,,803
08/31/2020,Manhattan,1,Individuals,,,,245,,116,
08/31/2020,Manhattan,2,Individuals,,,,196,,,
08/31/2020,Manhattan,3,Individuals,,,147,540,20,195,323
08/31/2020,Manhattan,4,Individuals,,,0,1340,,487,
08/31/2020,Manhattan,5,Individuals,,307,,1786,,1753,331
08/31/2020,Manhattan,6,Individuals,,,521,526,,,
08/31/2020,Manhattan,7,Individuals,,204,134,688,,,570
08/31/2020,Manhattan,8,Individuals,,,38,305,,,
08/31/2020,Manhattan,9,Individuals,,,,,,,649
08/31/2020,Manhattan,10,Individuals,,,290,,,,774
08/31/2020,Manhattan,11,Individuals,,,745,,,,588
08/31/2020,Manhattan,12,Individuals,,,224,,,115,
08/31/2020,Queens,1,Individuals,,,,1013,,206,355
08/31/2020,Queens,2,Individuals,,277,,109,,447,220
08/31/2020,Queens,3,Individuals,,,,367,,,701
08/31/2020,Queens,4,Individuals,,,,166,,92,507
08/31/2020,Queens,5,Individuals,,,99,,,,
08/31/2020,Queens,6,Individuals,,,,,,,
08/31/2020,Queens,7,Individuals,,,101,199,,120,
08/31/2020,Queens,8,Individuals,,,,,,,315
08/31/2020,Queens,9,Individuals,,,0,,,,
08/31/2020,Queens,10,Individuals,355,,167,55,,321,
08/31/2020,Queens,11,Individuals,,,,,,,
08/31/2020,Queens,12,Individuals,,256,151,1093,,,1319
08/31/2020,Queens,13,Individuals,,,,606,,194,797
08/31/2020,Queens,14,Individuals,,287,0,195,,169,168
08/31/2020,Staten Island,1,Individuals,,,,,,,101
08/31/2020,Staten Island,2,Individuals,,,,,,,
08/31/2020,Staten Island,3,Individuals,,,,,,,
09/30/2020,Bronx,1,Individuals,,183,180,,33,62,1228
09/30/2020,Bronx,2,Individuals,,176,,,200,,839
09/30/2020,Bronx,3,Individuals,,257,220,116,82,125,1326
09/30/2020,Bronx,4,Individuals,,,206,100,919,,2109
09/30/2020,Bronx,5,Individuals,,207,,,782,,1064
09/30/2020,Bronx,6,Individuals,,66,40,,192,,1894
09/30/2020,Bronx,7,Individuals,,101,101,,254,,260
09/30/2020,Bronx,8,Individuals,,,,,,,232
09/30/2020,Bronx,9,Individuals,,,,,208,,703
09/30/2020,Bronx,10,Individuals,,,,,,,580
09/30/2020,Bronx,11,Individuals,,,,,,,
09/30/2020,Bronx,12,Individuals,,,73,137,,,278
09/30/2020,Brooklyn,1,Individuals,,151,320,206,,98,
09/30/2020,Brooklyn,2,Individuals,,76,101,296,,,66
09/30/2020,Brooklyn,3,Individuals,,,30,102,124,226,476
09/30/2020,Brooklyn,4,Individuals,,,100,286,50,,815
09/30/2020,Brooklyn,5,Individuals,,,454,363,,95,273
09/30/2020,Brooklyn,6,Individuals,,107,49,420,,,269
09/30/2020,Brooklyn,7,Individuals,,,188,590,,,
09/30/2020,Brooklyn,8,Individuals,,,206,85,,,435
09/30/2020,Brooklyn,9,Individuals,,,112,,,,422
09/30/2020,Brooklyn,10,Individuals,,,,,,,
09/30/2020,Brooklyn,11,Individuals,,,,,,,
09/30/2020,Brooklyn,12,Individuals,,,,102,,,142
09/30/2020,Brooklyn,13,Individuals,,,,,,121,
09/30/2020,Brooklyn,14,Individuals,,,,,,,87
09/30/2020,Brooklyn,15,Individuals,,,,,,,189
09/30/2020,Brooklyn,16,Individuals,,,142,404,,265,2342
09/30/2020,Brooklyn,17,Individuals,,,,133,,,639
09/30/2020,Brooklyn,18,Individuals,,348,,,,,763
09/30/2020,Manhattan,1,Individuals,,,,174,,91,
09/30/2020,Manhattan,2,Individuals,,,,154,,,
09/30/2020,Manhattan,3,Individuals,,,148,540,20,186,322
09/30/2020,Manhattan,4,Individuals,,,,1342,,521,
09/30/2020,Manhattan,5,Individuals,,273,,1786,,1733,323
09/30/2020,Manhattan,6,Individuals,,,537,511,,,
09/30/2020,Manhattan,7,Individuals,,206,135,662,,,573
09/30/2020,Manhattan,8,Individuals,,,41,306,,,
09/30/2020,Manhattan,9,Individuals,,,,,,,661
09/30/2020,Manhattan,10,Individuals,,,339,,,,733
09/30/2020,Manhattan,11,Individuals,,,748,,,,553
09/30/2020,Manhattan,12,Individuals,,,225,,,114,
09/30/2020,Queens,1,Individuals,,,,1005,,204,347
09/30/2020,Queens,2,Individuals,,284,,109,,417,195
09/30/2020,Queens,3,Individuals,,,,367,,,684
09/30/2020,Queens,4,Individuals,,,,158,,90,521
09/30/2020,Queens,5,Individuals,,,98,,,,
09/30/2020,Queens,6,Individuals,,,,,,,
09/30/2020,Queens,7,Individuals,,,100,198,,128,
09/30/2020,Queens,8,Individuals,,,,,,,321
09/30/2020,Queens,9,Individuals,,,,,,,
09/30/2020,Queens,10,Individuals,344,,164,59,,321,
09/30/2020,Queens,11,Individuals,,,,,,,
09/30/2020,Queens,12,Individuals,,249,160,1093,,,1362
09/30/2020,Queens,13,Individuals,,,,591,,162,776
09/30/2020,Queens,14,Individuals,,289,,186,,145,155
09/30/2020,Staten Island,1,Individuals,,,,,,,103
09/30/2020,Staten Island,2,Individuals,,,,,,,
09/30/2020,Staten Island,3,Individuals,,,,,,,
08/31/2022,Bronx,1,Individuals,,,476,172,,261,1145
08/31/2022,Bronx,2,Individuals,,152,,,,,905
08/31/2022,Bronx,3,Individuals,,,660,121,,,1335
08/31/2022,Bronx,4,Individuals,,,407,,,164,2218
08/31/2022,Bronx,5,Individuals,,196,590,,,,1335
08/31/2022,Bronx,6,Individuals,,,43,,,235,2080
08/31/2022,Bronx,7,Individuals,,,547,,,,477
08/31/2022,Bronx,8,Individuals,,,,,,,230
08/31/2022,Bronx,9,Individuals,,,260,,,,1200
08/31/2022,Bronx,10,Individuals,,,,,,,587
08/31/2022,Bronx,11,Individuals,,,,,,,
08/31/2022,Bronx,12,Individuals,,,304,,,,169
08/31/2022,Brooklyn,1,Individuals,,156,923,39,,243,
08/31/2022,Brooklyn,2,Individuals,,228,335,,,,80
08/31/2022,Brooklyn,3,Individuals,,,550,,,240,467
08/31/2022,Brooklyn,4,Individuals,,,285,131,,,837
08/31/2022,Brooklyn,5,Individuals,,,654,246,,,539
08/31/2022,Brooklyn,6,Individuals,,103,280,278,,,547
08/31/2022,Brooklyn,7,Individuals,,,266,523,,,376
08/31/2022,Brooklyn,8,Individuals,,,434,87,,,432
08/31/2022,Brooklyn,9,Individuals,,,293,,,,426
08/31/2022,Brooklyn,10,Individuals,,,,,,,
08/31/2022,Brooklyn,11,Individuals,,,,,,,
08/31/2022,Brooklyn,12,Individuals,,,127,,,,146
08/31/2022,Brooklyn,13,Individuals,,,,50,,,460
08/31/2022,Brooklyn,14,Individuals,,,115,,,,87
08/31/2022,Brooklyn,15,Individuals,,,,,,,196
08/31/2022,Brooklyn,16,Individuals,,,604,521,,,2364
08/31/2022,Brooklyn,17,Individuals,,,,,,,1111
08/31/2022,Brooklyn,18,Individuals,,351,,,,,587
08/31/2022,Manhattan,1,Individuals,,,,,,,
08/31/2022,Manhattan,2,Individuals,,,,,,,
08/31/2022,Manhattan,3,Individuals,,,423,229,,,329
08/31/2022,Manhattan,4,Individuals,,,350,109,,749,
08/31/2022,Manhattan,5,Individuals,,297,76,55,,,356
08/31/2022,Manhattan,6,Individuals,,,787,,,290,
08/31/2022,Manhattan,7,Individuals,,187,65,,,204,592
08/31/2022,Manhattan,8,Individuals,,,36,,,,
08/31/2022,Manhattan,9,Individuals,,,,,,,762
08/31/2022,Manhattan,10,Individuals,,,595,,,,674
08/31/2022,Manhattan,11,Individuals,,,1201,,,,581
08/31/2022,Manhattan,12,Individuals,,,320,,,,
08/31/2022,Queens,1,Individuals,,,187,136,,992,365
08/31/2022,Queens,2,Individuals,,310,,178,,,311
08/31/2022,Queens,3,Individuals,,228,,171,,401,856
08/31/2022,Queens,4,Individuals,,,,243,,,552
08/31/2022,Queens,5,Individuals,,,198,,,,294
08/31/2022,Queens,6,Individuals,,,,,,,
08/31/2022,Queens,7,Individuals,,,313,,,,
08/31/2022,Queens,8,Individuals,,,,,,,301
08/31/2022,Queens,9,Individuals,,,110,,,,
08/31/2022,Queens,10,Individuals,,,171,73,,215,
08/31/2022,Queens,11,Individuals,,,,,,,
08/31/2022,Queens,12,Individuals,,291,281,126,,220,1477
08/31/2022,Queens,13,Individuals,,,63,544,,,845
08/31/2022,Queens,14,Individuals,,318,98,95,,,173
08/31/2022,Staten Island,1,Individuals,,,,,,,149
08/31/2022,Staten Island,2,Individuals,,,,,,,
08/31/2022,Staten Island,3,Individuals,,,,,,,
09/30/2022,Bronx,1,Individuals,,,513,191,,292,1148
09/30/2022,Bronx,2,Individuals,,168,,,,,885
09/30/2022,Bronx,3,Individuals,,,681,123,,,1310
09/30/2022,Bronx,4,Individuals,,,423,,,164,2196
09/30/2022,Bronx,5,Individuals,,200,669,,,,1364
09/30/2022,Bronx,6,Individuals,,,47,,,487,2038
09/30/2022,Bronx,7,Individuals,,,604,,,,481
09/30/2022,Bronx,8,Individuals,,,,,,,232
09/30/2022,Bronx,9,Individuals,,,262,,,128,1191
09/30/2022,Bronx,10,Individuals,,,,,,,572
09/30/2022,Bronx,11,Individuals,,,,,,,
09/30/2022,Bronx,12,Individuals,,,304,,,285,169
09/30/2022,Brooklyn,1,Individuals,,175,1069,47,,230,
09/30/2022,Brooklyn,2,Individuals,,210,359,,,,72
09/30/2022,Brooklyn,3,Individuals,169,,564,193,,250,472
09/30/2022,Brooklyn,4,Individuals,,,188,135,,,848
09/30/2022,Brooklyn,5,Individuals,,,822,246,,,532
09/30/2022,Brooklyn,6,Individuals,,107,290,279,,,563
09/30/2022,Brooklyn,7,Individuals,,,272,556,,180,372
09/30/2022,Brooklyn,8,Individuals,,,408,90,,,416
09/30/2022,Brooklyn,9,Individuals,,,338,,,,428
09/30/2022,Brooklyn,10,Individuals,,,,,,,
09/30/2022,Brooklyn,11,Individuals,,,,,,,
09/30/2022,Brooklyn,12,Individuals,,,130,,,,144
09/30/2022,Brooklyn,13,Individuals,,,,76,,,461
09/30/2022,Brooklyn,14,Individuals,,,184,,,,80
09/30/2022,Brooklyn,15,Individuals,,,,,,,199
09/30/2022,Brooklyn,16,Individuals,,,626,543,,119,2412
09/30/2022,Brooklyn,17,Individuals,,,,,,,1117
09/30/2022,Brooklyn,18,Individuals,,355,,,,204,595
09/30/2022,Manhattan,1,Individuals,,,,,,,
09/30/2022,Manhattan,2,Individuals,,,,,,,
09/30/2022,Manhattan,3,Individuals,,,453,224,,,313
09/30/2022,Manhattan,4,Individuals,,,356,126,,707,
09/30/2022,Manhattan,5,Individuals,,297,79,53,,704,363
09/30/2022,Manhattan,6,Individuals,,,913,,,230,
09/30/2022,Manhattan,7,Individuals,,199,71,,,289,597
09/30/2022,Manhattan,8,Individuals,,,38,,,,
09/30/2022,Manhattan,9,Individuals,,,7,,,,761
09/30/2022,Manhattan,10,Individuals,,,605,,,,675
09/30/2022,Manhattan,11,Individuals,,,1231,,,,577
09/30/2022,Manhattan,12,Individuals,,,276,,,64,
09/30/2022,Queens,1,Individuals,,,193,137,,1499,367
09/30/2022,Queens,2,Individuals,,314,,296,,202,320
09/30/2022,Queens,3,Individuals,,264,,170,,991,838
09/30/2022,Queens,4,Individuals,,,,240,,,558
09/30/2022,Queens,5,Individuals,,,190,,,,289
09/30/2022,Queens,6,Individuals,,,,,,,
09/30/2022,Queens,7,Individuals,,,303,,,,
09/30/2022,Queens,8,Individuals,,,,,,,303
09/30/2022,Queens,9,Individuals,,,113,,,,
09/30/2022,Queens,10,Individuals,,,167,91,,334,
09/30/2022,Queens,11,Individuals,,,,,,,
09/30/2022,Queens,12,Individuals,146,300,271,138,,1351,1482
09/30/2022,Queens,13,Individuals,,,126,861,,,862
09/30/2022,Queens,14,Individuals,,327,101,95,,,166
09/30/2022,Staten Island,1,Individuals,,,,,,,143
09/30/2022,Staten Island,2,Individuals,,,,,,,
09/30/2022,Staten Island,3,Individuals,,,,,,,
