Report Date,Borough,Community Districts,Census Type,Adult Family Commercial Hotel,Adult Family Shelter,Adult Shelter,Adult Shelter Commercial Hotel,Family Cluster,Family with Children Commercial Hotel,Family with Children Shelter
11/30/2018,Bronx,5,Individuals,,279,496,,926,,1049
11/30/2018,Bronx,6,Individuals,,104,112,87,532,,2253
11/30/2018,Bronx,7,Individuals,,114,628,,411,,331
11/30/2018,Bronx,8,Individuals,,,,,,,251
11/30/2018,Bronx,9,Individuals,,,100,,509,,228
11/30/2018,Bronx,10,Individuals,,,,,,,593
11/30/2018,Bronx,11,Individuals,,,,,,,
11/30/2018,Bronx,12,Individuals,,,108,,268,,300
11/30/2018,Brooklyn,1,Individuals,,164,660,,,103,
11/30/2018,Brooklyn,2,Individuals,,197,378,,,,75
11/30/2018,Brooklyn,3,Individuals,,,561,,246,187,678
11/30/2018,Brooklyn,4,Individuals,,,366,63,63,166,821
11/30/2018,Brooklyn,5,Individuals,,,889,254,,265,862
06/30/2020,Queens,9,Individuals,,,,,,,
11/30/2018,Brooklyn,6,Individuals,,,99,281,,,
11/30/2018,Brooklyn,7,Individuals,,,185,87,,506,13
11/30/2018,Brooklyn,8,Individuals,,58,525,,40,113,512
11/30/2018,Brooklyn,9,Individuals,,,360,,27,,424
11/30/2018,Brooklyn,10,Individuals,,,,,,,
11/30/2018,Brooklyn,11,Individuals,,,,,,,
11/30/2018,Brooklyn,12,Individuals,,,,,,,156
11/30/2018,Brooklyn,13,Individuals,,,,,,76,
11/30/2018,Brooklyn,14,Individuals,,,,,,,97
11/30/2018,Brooklyn,15,Individuals,,,,,,,224
11/30/2018,Brooklyn,16,Individuals,,,661,117,24,393,2557
11/30/2018,Brooklyn,17,Individuals,,,,137,,,886
11/30/2018,Brooklyn,18,Individuals,,363,,,,,864
11/30/2018,Manhattan,1,Individuals,,,,,,119,
11/30/2018,Manhattan,2,Individuals,,,,,,,
11/30/2018,Manhattan,3,Individuals,,,886,243,32,226,376
11/30/2018,Manhattan,4,Individuals,,303,267,,,608,
11/30/2018,Manhattan,5,Individuals,,291,,,,1841,353
11/30/2018,Manhattan,6,Individuals,,,969,,,,
11/30/2018,Manhattan,7,Individuals,,144,312,,,109,589
11/30/2018,Manhattan,8,Individuals,,,78,,,,
11/30/2018,Manhattan,9,Individuals,,76,,,52,,767
11/30/2018,Manhattan,10,Individuals,,401,565,,50,,876
11/30/2018,Manhattan,11,Individuals,,,1335,,260,,674
11/30/2018,Manhattan,12,Individuals,,,289,,,120,
11/30/2018,Queens,1,Individuals,,,198,,,237,343
11/30/2018,Queens,2,Individuals,,284,,,,578,218
11/30/2018,Queens,3,Individuals,,,,91,,,862
11/30/2018,Queens,4,Individuals,,,,248,,114,408
11/30/2018,Queens,5,Individuals,,,,110,,,
11/30/2018,Queens,6,Individuals,,,,,,,
11/30/2018,Queens,7,Individuals,,,101,,,142,
11/30/2018,Queens,8,Individuals,,,,,,,322
11/30/2018,Queens,9,Individuals,,,,,,262,
11/30/2018,Queens,10,Individuals,385,,172,53,,416,
11/30/2018,Queens,11,Individuals,,,,,,,
11/30/2018,Queens,12,Individuals,,284,347,946,,763,1033
11/30/2018,Queens,13,Individuals,,,,492,,252,822
11/30/2018,Queens,14,Individuals,,318,,,,142,133
11/30/2018,Staten Island,1,Individuals,,,,,,,134
11/30/2018,Staten Island,2,Individuals,,,,,,,
11/30/2018,Staten Island,3,Individuals,,,,,,,
12/31/2018,Bronx,1,Individuals,,174,218,,174,87,1246
12/31/2018,Bronx,2,Individuals,,193,,,264,,958
12/31/2018,Bronx,3,Individuals,,243,369,,262,298,1404
12/31/2018,Bronx,4,Individuals,,,426,76,1514,,1974
12/31/2018,Bronx,5,Individuals,,279,498,,903,,1041
12/31/2018,Bronx,6,Individuals,,100,113,87,522,,2260
12/31/2018,Bronx,7,Individuals,,115,615,,392,,321
12/31/2018,Bronx,8,Individuals,,,,,,,255
12/31/2018,Bronx,9,Individuals,,,100,,489,,221
12/31/2018,Bronx,10,Individuals,,,,,,,600
12/31/2018,Bronx,11,Individuals,,,,,,,
12/31/2018,Bronx,12,Individuals,,,107,,252,,289
12/31/2018,Brooklyn,1,Individuals,,160,684,,,106,
12/31/2018,Brooklyn,2,Individuals,,180,370,,,,73
12/31/2018,Brooklyn,3,Individuals,,,568,,255,188,667
12/31/2018,Brooklyn,4,Individuals,,,368,64,60,161,822
12/31/2018,Brooklyn,5,Individuals,,,937,259,,266,840
12/31/2018,Brooklyn,6,Individuals,,,100,375,,,
12/31/2018,Brooklyn,7,Individuals,,,184,86,,523,10
12/31/2018,Brooklyn,8,Individuals,,66,529,35,31,,513
12/31/2018,Brooklyn,9,Individuals,,,360,,25,,408
12/31/2018,Brooklyn,10,Individuals,,,,,,,
12/31/2018,Brooklyn,11,Individuals,,,,,,,
12/31/2018,Brooklyn,12,Individuals,,,,,,,155
12/31/2018,Brooklyn,13,Individuals,,,,,,71,
12/31/2018,Brooklyn,14,Individuals,,,,,,,96
12/31/2018,Brooklyn,15,Individuals,,,,,,,221
12/31/2018,Brooklyn,16,Individuals,,,652,116,24,384,2530
12/31/2018,Brooklyn,17,Individuals,,,,136,,,898
12/31/2018,Brooklyn,18,Individuals,,363,,,,,848
12/31/2018,Manhattan,1,Individuals,,,,,,134,
12/31/2018,Manhattan,2,Individuals,,,,,,,
12/31/2018,Manhattan,3,Individuals,,,886,242,33,223,366
12/31/2018,Manhattan,4,Individuals,,304,265,,,640,
12/31/2018,Manhattan,5,Individuals,,320,,,,1861,345
12/31/2018,Manhattan,6,Individuals,,,887,,,,
12/31/2018,Manhattan,7,Individuals,,26,310,,,112,597
12/31/2018,Manhattan,8,Individuals,,,79,,,,
12/31/2018,Manhattan,9,Individuals,,78,,,52,,761
12/31/2018,Manhattan,10,Individuals,,411,564,,50,,869
12/31/2018,Manhattan,11,Individuals,,,1349,,268,,672
12/31/2018,Manhattan,12,Individuals,,,285,,,119,
12/31/2018,Queens,1,Individuals,,,192,,,213,360
12/31/2018,Queens,2,Individuals,,311,,,,573,238
12/31/2018,Queens,3,Individuals,,,,90,,,846
12/31/2018,Queens,4,Individuals,,,,129,,113,385
12/31/2018,Queens,5,Individuals,,,,110,,,
12/31/2018,Queens,6,Individuals,,,,,,,
12/31/2018,Queens,7,Individuals,,,101,,,136,
12/31/2018,Queens,8,Individuals,,,,,,,322
12/31/2018,Queens,9,Individuals,,,,,,259,
12/31/2018,Queens,10,Individuals,364,,172,61,,422,
12/31/2018,Queens,11,Individuals,,,,,,,
12/31/2018,Queens,12,Individuals,,284,349,966,,787,1035
12/31/2018,Queens,13,Individuals,,,,556,,242,826
12/31/2018,Queens,14,Individuals,,315,,,,125,155
12/31/2018,Staten Island,1,Individuals,,,,,,,137
12/31/2018,Staten Island,2,Individuals,,,,,,,
12/31/2018,Staten Island,3,Individuals,,,,,,,
01/31/2019,Bronx,1,Individuals,,177,220,,172,84,1271
01/31/2019,Bronx,2,Individuals,,198,,,249,,901
01/31/2019,Bronx,3,Individuals,,252,392,,196,292,1412
01/31/2019,Bronx,4,Individuals,,,425,76,1502,,1969
01/31/2019,Bronx,5,Individuals,,275,497,,913,,1056
01/31/2019,Bronx,6,Individuals,,102,124,90,507,,2318
01/31/2019,Bronx,7,Individuals,,111,627,,368,,326
01/31/2019,Bronx,8,Individuals,,,,,,,246
01/31/2019,Bronx,9,Individuals,,,101,,505,,226
01/31/2019,Bronx,10,Individuals,,,,,,,596
01/31/2019,Bronx,11,Individuals,,,,,,,
01/31/2019,Bronx,12,Individuals,,,108,,177,,292
01/31/2019,Brooklyn,1,Individuals,,155,691,,,99,
01/31/2019,Brooklyn,2,Individuals,,192,379,,,,72
01/31/2019,Brooklyn,3,Individuals,,,567,,258,211,677
01/31/2019,Brooklyn,4,Individuals,,,369,63,67,174,834
01/31/2019,Brooklyn,5,Individuals,,,983,258,,270,847
01/31/2019,Brooklyn,6,Individuals,,,100,429,,,
01/31/2019,Brooklyn,7,Individuals,,,181,103,,534,12
01/31/2019,Brooklyn,8,Individuals,,64,576,83,31,,514
01/31/2019,Brooklyn,9,Individuals,,,358,,23,,415
01/31/2019,Brooklyn,10,Individuals,,,,,,,
01/31/2019,Brooklyn,11,Individuals,,,,,,,
01/31/2019,Brooklyn,12,Individuals,,,,,,,150
01/31/2019,Brooklyn,13,Individuals,,,,,,74,
01/31/2019,Brooklyn,14,Individuals,,,,,,,98
01/31/2019,Brooklyn,15,Individuals,,,,,,,213
01/31/2019,Brooklyn,16,Individuals,,,664,117,24,397,2556
01/31/2019,Brooklyn,17,Individuals,,,,138,,,904
01/31/2019,Brooklyn,18,Individuals,,365,,,,,867
01/31/2019,Manhattan,1,Individuals,,,,,,145,
01/31/2019,Manhattan,2,Individuals,,,,,,,
01/31/2019,Manhattan,3,Individuals,,,877,242,33,226,375
01/31/2019,Manhattan,4,Individuals,,,265,,,649,
01/31/2019,Manhattan,5,Individuals,,308,,,,2055,357
01/31/2019,Manhattan,6,Individuals,,322,930,,,,
01/31/2019,Manhattan,7,Individuals,,,311,,,113,588
01/31/2019,Manhattan,8,Individuals,,34,79,,,,
01/31/2019,Manhattan,9,Individuals,,,,,54,2,791
01/31/2019,Manhattan,10,Individuals,,78,559,,49,,841
01/31/2019,Manhattan,11,Individuals,,411,1370,,280,,670
01/31/2019,Manhattan,12,Individuals,,,292,,,113,
01/31/2019,Queens,1,Individuals,,,199,,,268,393
01/31/2019,Queens,2,Individuals,,301,,,,585,234
01/31/2019,Queens,3,Individuals,,,,89,,,850
01/31/2019,Queens,4,Individuals,,,,157,,124,411
01/31/2019,Queens,5,Individuals,,,,110,,,
01/31/2019,Queens,6,Individuals,,,,,,,
01/31/2019,Queens,7,Individuals,,,100,,,156,
01/31/2019,Queens,8,Individuals,,,,,,,325
01/31/2019,Queens,9,Individuals,,,,,,158,
01/31/2019,Queens,10,Individuals,369,,174,63,,434,
01/31/2019,Queens,11,Individuals,,,,,,,
01/31/2019,Queens,12,Individuals,,282,344,1053,,668,1022
01/31/2019,Queens,13,Individuals,,,,566,,243,829
01/31/2019,Queens,14,Individuals,,304,,,,160,163
01/31/2019,Staten Island,1,Individuals,,,,,,,142
01/31/2019,Staten Island,2,Individuals,,,,,,,
01/31/2019,Staten Island,3,Individuals,,,,,,,
04/30/2019,Bronx,1,Individuals,,179,214,,167,87,1271
04/30/2019,Bronx,2,Individuals,,185,,,236,,786
04/30/2019,Bronx,3,Individuals,,283,455,,144,279,1379
04/30/2019,Bronx,4,Individuals,,,440,76,1357,,1975
04/30/2019,Bronx,5,Individuals,,273,493,,894,,1056
04/30/2019,Bronx,6,Individuals,,84,125,89,404,,2212
04/30/2019,Bronx,7,Individuals,,111,623,,240,,312
04/30/2019,Bronx,8,Individuals,,,,,,,250
04/30/2019,Bronx,9,Individuals,,,101,,475,,219
04/30/2019,Bronx,10,Individuals,,,,,,,598
04/30/2019,Bronx,11,Individuals,,,,,,,
04/30/2019,Bronx,12,Individuals,,,105,,,,277
04/30/2019,Brooklyn,1,Individuals,,152,673,,,91,
04/30/2019,Brooklyn,2,Individuals,,189,383,,,,76
04/30/2019,Brooklyn,3,Individuals,,,569,,245,187,670
04/30/2019,Brooklyn,4,Individuals,,,362,61,52,159,828
04/30/2019,Brooklyn,5,Individuals,,,925,256,,261,856
04/30/2019,Brooklyn,6,Individuals,,,100,427,,,
04/30/2019,Brooklyn,7,Individuals,,,189,101,,470,12
04/30/2019,Brooklyn,8,Individuals,,66,493,90,,,502
04/30/2019,Brooklyn,9,Individuals,,,366,,,,414
04/30/2019,Brooklyn,10,Individuals,,,,,,,
04/30/2019,Brooklyn,11,Individuals,,,,,,,
04/30/2019,Brooklyn,12,Individuals,,,,,,,146
04/30/2019,Brooklyn,13,Individuals,,,,,,79,
04/30/2019,Brooklyn,14,Individuals,,,,,,,96
04/30/2019,Brooklyn,15,Individuals,,,,,,,207
04/30/2019,Brooklyn,16,Individuals,,,658,114,,377,2543
04/30/2019,Brooklyn,17,Individuals,,,,135,,,892
04/30/2019,Brooklyn,18,Individuals,,367,,,,,835
04/30/2019,Manhattan,1,Individuals,,,,,,138,
04/30/2019,Manhattan,2,Individuals,,,,,,,
04/30/2019,Manhattan,3,Individuals,,,906,233,31,163,370
04/30/2019,Manhattan,4,Individuals,,299,265,,,601,
04/30/2019,Manhattan,5,Individuals,,311,,,,1710,349
04/30/2019,Manhattan,6,Individuals,,,952,,,,
04/30/2019,Manhattan,7,Individuals,,96,212,,,,610
04/30/2019,Manhattan,8,Individuals,,,80,,,,
04/30/2019,Manhattan,9,Individuals,,81,,,55,,754
04/30/2019,Manhattan,10,Individuals,,403,553,,53,,825
04/30/2019,Manhattan,11,Individuals,,,1375,,267,,684
04/30/2019,Manhattan,12,Individuals,,,289,,,111,
04/30/2019,Queens,1,Individuals,,,193,,,222,377
04/30/2019,Queens,2,Individuals,,261,,,,547,237
04/30/2019,Queens,3,Individuals,,,,90,,,835
04/30/2019,Queens,4,Individuals,,,,160,,80,396
04/30/2019,Queens,5,Individuals,,,,110,,,
04/30/2019,Queens,6,Individuals,,,,,,,
04/30/2019,Queens,7,Individuals,,,99,,,124,
04/30/2019,Queens,8,Individuals,,,,,,,313
04/30/2019,Queens,9,Individuals,,,75,,,,
04/30/2019,Queens,10,Individuals,342,,274,60,,390,
04/30/2019,Queens,11,Individuals,,,,,,,
04/30/2019,Queens,12,Individuals,,276,332,1089,,602,1040
04/30/2019,Queens,13,Individuals,,,,554,,222,781
04/30/2019,Queens,14,Individuals,,285,,,,142,165
04/30/2019,Staten Island,1,Individuals,,,,,,,135
04/30/2019,Staten Island,2,Individuals,,,,,,,
04/30/2019,Staten Island,3,Individuals,,,,,,,
05/31/2019,Bronx,1,Individuals,,179,217,,169,76,1276
05/31/2019,Bronx,2,Individuals,,184,,,250,,787
05/31/2019,Bronx,3,Individuals,,312,472,,143,277,1360
05/31/2019,Bronx,4,Individuals,,,412,74,1194,,2105
05/31/2019,Bronx,5,Individuals,,247,493,,893,,1059
05/31/2019,Bronx,6,Individuals,,88,99,91,403,,2260
05/31/2019,Bronx,7,Individuals,,114,616,,256,,319
05/31/2019,Bronx,8,Individuals,,,,,,,247
05/31/2019,Bronx,9,Individuals,,,100,,463,,213
05/31/2019,Bronx,10,Individuals,,,,,,,603
05/31/2019,Bronx,11,Individuals,,,,,,,
05/31/2019,Bronx,12,Individuals,,,106,,,,287
05/31/2019,Brooklyn,1,Individuals,,125,649,,,75,
05/31/2019,Brooklyn,2,Individuals,,194,375,,,,72
05/31/2019,Brooklyn,3,Individuals,,,545,,244,176,655
05/31/2019,Brooklyn,4,Individuals,,,359,57,60,161,838
05/31/2019,Brooklyn,5,Individuals,,,869,249,,264,860
05/31/2019,Brooklyn,6,Individuals,,,97,422,,,
05/31/2019,Brooklyn,7,Individuals,,,181,99,,478,10
05/31/2019,Brooklyn,8,Individuals,,64,495,86,,,515
05/31/2019,Brooklyn,9,Individuals,,,358,,,,422
05/31/2019,Brooklyn,10,Individuals,,,,,,,
05/31/2019,Brooklyn,11,Individuals,,,,,,,
05/31/2019,Brooklyn,12,Individuals,,,,,,,118
05/31/2019,Brooklyn,13,Individuals,,,,,,87,
05/31/2019,Brooklyn,14,Individuals,,,,,,,89
05/31/2019,Brooklyn,15,Individuals,,,,,,,214
05/31/2019,Brooklyn,16,Individuals,,,656,107,,334,2498
05/31/2019,Brooklyn,17,Individuals,,,,135,,,890
05/31/2019,Brooklyn,18,Individuals,,356,,,,,830
05/31/2019,Manhattan,1,Individuals,,,,,,127,
05/31/2019,Manhattan,2,Individuals,,,,,,,
05/31/2019,Manhattan,3,Individuals,,,862,224,32,148,376
05/31/2019,Manhattan,4,Individuals,,290,265,,,576,
05/31/2019,Manhattan,5,Individuals,,297,,,,1619,341
05/31/2019,Manhattan,6,Individuals,,,859,,,,
05/31/2019,Manhattan,7,Individuals,,224,212,,,,614
05/31/2019,Manhattan,8,Individuals,,,79,,,,
05/31/2019,Manhattan,9,Individuals,,50,,,55,,773
05/31/2019,Manhattan,10,Individuals,,412,560,,44,,834
05/31/2019,Manhattan,11,Individuals,,,1260,,267,,666
05/31/2019,Manhattan,12,Individuals,,,285,,,112,
05/31/2019,Queens,1,Individuals,,,197,,,187,363
05/31/2019,Queens,2,Individuals,,290,,,,466,227
05/31/2019,Queens,3,Individuals,,,,89,,,822
05/31/2019,Queens,4,Individuals,,,,163,,71,386
05/31/2019,Queens,5,Individuals,,,,108,,,
05/31/2019,Queens,6,Individuals,,,,,,,
05/31/2019,Queens,7,Individuals,,,101,,,122,
05/31/2019,Queens,8,Individuals,,,,,,,310
05/31/2019,Queens,9,Individuals,,,93,,,,
05/31/2019,Queens,10,Individuals,319,,269,58,,359,
05/31/2019,Queens,11,Individuals,,,,,,,
05/31/2019,Queens,12,Individuals,,276,327,1056,,573,1006
05/31/2019,Queens,13,Individuals,,,,554,,221,814
05/31/2019,Queens,14,Individuals,,294,,,,132,179
05/31/2019,Staten Island,1,Individuals,,,,,,,127
05/31/2019,Staten Island,2,Individuals,,,,,,,
05/31/2019,Staten Island,3,Individuals,,,,,,,
06/30/2019,Bronx,1,Individuals,,183,217,,165,66,1256
06/30/2019,Bronx,2,Individuals,,199,,,244,,795
06/30/2019,Bronx,3,Individuals,,316,460,,145,278,1383
06/30/2019,Bronx,4,Individuals,,,433,71,1222,,2086
06/30/2019,Bronx,5,Individuals,,245,495,,901,,1089
06/30/2019,Bronx,6,Individuals,,84,91,84,379,,2273
06/30/2019,Bronx,7,Individuals,,111,614,,264,,316
06/30/2019,Bronx,8,Individuals,,,,,,,264
06/30/2019,Bronx,9,Individuals,,,101,,490,,209
06/30/2019,Bronx,10,Individuals,,,,,,,598
06/30/2019,Bronx,11,Individuals,,,,,,,
06/30/2019,Bronx,12,Individuals,,,106,,,,284
06/30/2019,Brooklyn,1,Individuals,,155,635,,,82,
06/30/2019,Brooklyn,2,Individuals,,166,375,,,,71
06/30/2019,Brooklyn,3,Individuals,,,561,,244,177,652
06/30/2019,Brooklyn,4,Individuals,,,367,60,56,153,828
06/30/2019,Brooklyn,5,Individuals,,,891,243,,237,807
06/30/2019,Brooklyn,6,Individuals,,,94,420,,,
06/30/2019,Brooklyn,7,Individuals,,,185,100,,475,10
06/30/2019,Brooklyn,8,Individuals,,62,435,90,,,461
06/30/2019,Brooklyn,9,Individuals,,,355,,,,417
06/30/2019,Brooklyn,10,Individuals,,,,,,,
06/30/2019,Brooklyn,11,Individuals,,,,,,,
06/30/2019,Brooklyn,12,Individuals,,,,,,,120
06/30/2019,Brooklyn,13,Individuals,,,,,,117,
06/30/2019,Brooklyn,14,Individuals,,,,,,,97
06/30/2019,Brooklyn,15,Individuals,,,,,,,209
06/30/2019,Brooklyn,16,Individuals,,,653,105,,352,2542
06/30/2019,Brooklyn,17,Individuals,,,,136,,,882
06/30/2019,Brooklyn,18,Individuals,,361,,,,,831
06/30/2019,Manhattan,1,Individuals,,,,,,128,
06/30/2019,Manhattan,2,Individuals,,,,,,,
06/30/2019,Manhattan,3,Individuals,,,891,234,36,152,387
06/30/2019,Manhattan,4,Individuals,,249,261,,,564,
06/30/2019,Manhattan,5,Individuals,,330,,,,1712,346
06/30/2019,Manhattan,6,Individuals,,,856,,,,
06/30/2019,Manhattan,7,Individuals,,195,311,,,,588
06/30/2019,Manhattan,8,Individuals,,,79,,,,
06/30/2019,Manhattan,9,Individuals,,45,,,50,,766
06/30/2019,Manhattan,10,Individuals,,394,558,,42,,861
06/30/2019,Manhattan,11,Individuals,,,1335,,270,,633
06/30/2019,Manhattan,12,Individuals,,,282,,,93,
06/30/2019,Queens,1,Individuals,,,197,,,187,378
06/30/2019,Queens,2,Individuals,,302,,,,494,217
06/30/2019,Queens,3,Individuals,,,,82,,,858
06/30/2019,Queens,4,Individuals,,,,164,,76,378
06/30/2019,Queens,5,Individuals,,,,62,,,
06/30/2019,Queens,6,Individuals,,,,,,,
06/30/2019,Queens,7,Individuals,,,98,,,128,
06/30/2019,Queens,8,Individuals,,,,,,,309
06/30/2019,Queens,9,Individuals,,,92,,,,
06/30/2019,Queens,10,Individuals,317,,168,60,,341,
06/30/2019,Queens,11,Individuals,,,,,,,
06/30/2019,Queens,12,Individuals,,280,332,1076,,541,1003
06/30/2019,Queens,13,Individuals,,,,550,,198,824
06/30/2019,Queens,14,Individuals,,320,,,,128,180
06/30/2019,Staten Island,1,Individuals,,,,,,,136
06/30/2019,Staten Island,2,Individuals,,,,,,,
06/30/2019,Staten Island,3,Individuals,,,,,,,
08/31/2019,Bronx,1,Individuals,,180,220,,167,77,1269
08/31/2019,Bronx,2,Individuals,,196,,,248,,802
08/31/2019,Bronx,3,Individuals,,332,518,,151,282,1386
08/31/2019,Bronx,4,Individuals,,,439,73,1207,,2031
08/31/2019,Bronx,5,Individuals,,240,496,,888,,1084
08/31/2019,Bronx,6,Individuals,,64,108,86,335,,2253
08/31/2019,Bronx,7,Individuals,,109,622,,254,,313
08/31/2019,Bronx,8,Individuals,,,,,,,245
08/31/2019,Bronx,9,Individuals,,,101,,465,,217
08/31/2019,Bronx,10,Individuals,,,,,,,581
08/31/2019,Bronx,11,Individuals,,,,,,,
08/31/2019,Bronx,12,Individuals,,,105,,,,281
08/31/2019,Brooklyn,1,Individuals,,158,668,,,103,
08/31/2019,Brooklyn,2,Individuals,,193,377,,,,64
08/31/2019,Brooklyn,3,Individuals,,,564,,238,201,645
08/31/2019,Brooklyn,4,Individuals,,,391,55,63,161,836
08/31/2019,Brooklyn,5,Individuals,,,920,246,,269,832
08/31/2019,Brooklyn,6,Individuals,,,97,419,,,
08/31/2019,Brooklyn,7,Individuals,,,187,99,,579,10
08/31/2019,Brooklyn,8,Individuals,,56,464,85,,,494
08/31/2019,Brooklyn,9,Individuals,,,360,,,,428
08/31/2019,Brooklyn,10,Individuals,,,,,,,
08/31/2019,Brooklyn,11,Individuals,,,,,,,
08/31/2019,Brooklyn,12,Individuals,,,23,,,,127
08/31/2019,Brooklyn,13,Individuals,,,,,,129,
08/31/2019,Brooklyn,14,Individuals,,,,,,,99
08/31/2019,Brooklyn,15,Individuals,,,,,,,206
08/31/2019,Brooklyn,16,Individuals,,,650,104,,388,2567
08/31/2019,Brooklyn,17,Individuals,,,,134,,,878
08/31/2019,Brooklyn,18,Individuals,,363,,,,,844
08/31/2019,Manhattan,1,Individuals,,,,,,133,
08/31/2019,Manhattan,2,Individuals,,,,,,,
08/31/2019,Manhattan,3,Individuals,,,765,238,32,141,361
08/31/2019,Manhattan,4,Individuals,,255,305,,,617,
08/31/2019,Manhattan,5,Individuals,,325,,,,1967,335
08/31/2019,Manhattan,6,Individuals,,,807,,,,
08/31/2019,Manhattan,7,Individuals,,194,309,,,,601
08/31/2019,Manhattan,8,Individuals,,,80,,,,
08/31/2019,Manhattan,9,Individuals,,,,,51,,774
08/31/2019,Manhattan,10,Individuals,,376,554,,55,,836
08/31/2019,Manhattan,11,Individuals,,,1350,,272,,647
08/31/2019,Manhattan,12,Individuals,,,284,,,118,
08/31/2019,Queens,1,Individuals,,,200,,,256,383
08/31/2019,Queens,2,Individuals,,258,,,,602,235
08/31/2019,Queens,3,Individuals,,,,84,,,842
08/31/2019,Queens,4,Individuals,,,,164,,107,446
08/31/2019,Queens,5,Individuals,,,,,,,
08/31/2019,Queens,6,Individuals,,,,,,,
08/31/2019,Queens,7,Individuals,,,97,,,140,
08/31/2019,Queens,8,Individuals,,,,,,,306
08/31/2019,Queens,9,Individuals,,,107,,,,
08/31/2019,Queens,10,Individuals,332,,163,58,,442,
08/31/2019,Queens,11,Individuals,,,,,,,
08/31/2019,Queens,12,Individuals,,269,341,1059,,477,1046
08/31/2019,Queens,13,Individuals,,,,558,,254,846
08/31/2019,Queens,14,Individuals,,311,,,,185,179
08/31/2019,Staten Island,1,Individuals,,,,,,,139
08/31/2019,Staten Island,2,Individuals,,,,,,,
08/31/2019,Staten Island,3,Individuals,,,,,,,
09/30/2019,Bronx,1,Individuals,,187,222,,159,84,1264
09/30/2019,Bronx,2,Individuals,,197,,,229,,811
09/30/2019,Bronx,3,Individuals,,338,588,,150,276,1389
09/30/2019,Bronx,4,Individuals,,,425,72,1065,,2044
09/30/2019,Bronx,5,Individuals,,238,494,,913,,1089
09/30/2019,Bronx,6,Individuals,,94,127,93,355,,2312
09/30/2019,Bronx,7,Individuals,,110,627,,263,,311
09/30/2019,Bronx,8,Individuals,,,,,,,246
09/30/2019,Bronx,9,Individuals,,,99,,468,,223
09/30/2019,Bronx,10,Individuals,,,,,,,585
09/30/2019,Bronx,11,Individuals,,,,,,,
09/30/2019,Bronx,12,Individuals,,,107,,,,279
09/30/2019,Brooklyn,1,Individuals,,166,657,,,93,
09/30/2019,Brooklyn,2,Individuals,,186,375,,,,70
09/30/2019,Brooklyn,3,Individuals,,,570,,244,205,665
09/30/2019,Brooklyn,4,Individuals,,,403,57,60,174,840
09/30/2019,Brooklyn,5,Individuals,,,934,238,,271,854
09/30/2019,Brooklyn,6,Individuals,,,99,418,,,
09/30/2019,Brooklyn,7,Individuals,,,185,96,,612,13
09/30/2019,Brooklyn,8,Individuals,,64,518,89,,,502
09/30/2019,Brooklyn,9,Individuals,,,359,,,,440
09/30/2019,Brooklyn,10,Individuals,,,,,,,
09/30/2019,Brooklyn,11,Individuals,,,,,,,
09/30/2019,Brooklyn,12,Individuals,,,85,,,,127
09/30/2019,Brooklyn,13,Individuals,,,,,,135,
09/30/2019,Brooklyn,14,Individuals,,,,,,,96
09/30/2019,Brooklyn,15,Individuals,,,,,,,204
09/30/2019,Brooklyn,16,Individuals,,,664,111,,389,2549
09/30/2019,Brooklyn,17,Individuals,,,,134,,,882
09/30/2019,Brooklyn,18,Individuals,,364,,,,,844
09/30/2019,Manhattan,1,Individuals,,,,,,143,
09/30/2019,Manhattan,2,Individuals,,,,,,,
09/30/2019,Manhattan,3,Individuals,,,787,238,32,146,368
09/30/2019,Manhattan,4,Individuals,,145,342,,,630,
09/30/2019,Manhattan,5,Individuals,,320,,,,2046,347
09/30/2019,Manhattan,6,Individuals,,,845,,,,
09/30/2019,Manhattan,7,Individuals,,198,307,,,,620
09/30/2019,Manhattan,8,Individuals,,,76,,,,
09/30/2019,Manhattan,9,Individuals,,,,,53,,800
09/30/2019,Manhattan,10,Individuals,,398,563,,52,,847
09/30/2019,Manhattan,11,Individuals,,,1366,,280,,663
09/30/2019,Manhattan,12,Individuals,,,286,,,121,
09/30/2019,Queens,1,Individuals,,,200,,,249,386
09/30/2019,Queens,2,Individuals,,296,,,,613,220
09/30/2019,Queens,3,Individuals,,,,90,,,889
09/30/2019,Queens,4,Individuals,,,,158,,122,512
09/30/2019,Queens,5,Individuals,,,,,,,
09/30/2019,Queens,6,Individuals,,,,,,,
09/30/2019,Queens,7,Individuals,,,99,,,151,
09/30/2019,Queens,8,Individuals,,,,,,,320
09/30/2019,Queens,9,Individuals,,,109,,,,
09/30/2019,Queens,10,Individuals,327,,165,55,,453,
09/30/2019,Queens,11,Individuals,,,,,,,
09/30/2019,Queens,12,Individuals,,274,336,1039,,411,1144
09/30/2019,Queens,13,Individuals,,,,550,,251,846
09/30/2019,Queens,14,Individuals,,313,,,,202,180
09/30/2019,Staten Island,1,Individuals,,,,,,,142
09/30/2019,Staten Island,2,Individuals,,,,,,,
09/30/2019,Staten Island,3,Individuals,,,,,,,
10/31/2019,Bronx,1,Individuals,,188,218,,166,90,1251
10/31/2019,Bronx,2,Individuals,,191,,,250,,815
10/31/2019,Bronx,3,Individuals,,340,604,,153,289,1395
10/31/2019,Bronx,4,Individuals,,,436,76,1079,,2054
10/31/2019,Bronx,5,Individuals,,248,493,,897,,1102
10/31/2019,Bronx,6,Individuals,,109,115,90,348,,2245
